Pathway L1	Pathway L2	Pathway L3	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Metabolism	Amino acid metabolism	 Arginine biosynthesis [PATH:ko00220]	11749.41911976912	16649.882611832618	9668.05544733045	12149.743037518027	9853.176587301585	12633.262121212116	6361.485137085135	13208.979581529587	17834.83845598846	18762.426587301612	21988.600396825397	21901.687265512257	22164.36385281386	17169.753269785768
Metabolism	Nucleotide metabolism	 Purine metabolism [PATH:ko00230]	42790.14972943724	66965.14296536798	34275.24388528139	44513.12245670995	35373.440873015854	46360.791396103894	22805.099110149113	60442.24500360751	73911.75892857142	75937.22867965371	80072.54350649352	80204.99660894657	77628.42058080806	65109.10434315683
Metabolism	Biosynthesis of other secondary metabolites	 Caffeine metabolism [PATH:ko00232]	220.65303030303022	160.007575757576	191.180303030303	259.71338383838435	242.4380952380952	248.48701298701263	104.9529220779221	50.103787878787855	177.56944444444449	178.76944444444428	450.8424242424242	512.9101010101007	402.2025613275613	208.56803751803804
Metabolism	Nucleotide metabolism	 Pyrimidine metabolism [PATH:ko00240]	29890.936129148635	45198.58928571428	23968.265079365083	30448.878156565668	24851.27341269842	31762.932936507932	15817.038930976434	42842.562175324696	51248.7279401154	51958.152380952415	55666.4099386724	56265.38053751802	53205.300198412704	44086.82757825508
Metabolism	Amino acid metabolism	 Alanine, aspartate and glutamate metabolism [PATH:ko00250]	18497.07460317461	26325.249603174594	15093.455952380955	18663.398989898993	15577.99801587301	19904.543253968248	9869.43089225589	22498.469985569987	29017.255898268402	29985.87023809524	34777.721753246726	34843.3854978355	35172.2851190476	26309.12151598401
Metabolism	Metabolism of terpenoids and polyketides	 Tetracycline biosynthesis [PATH:ko00253]	201.34999999999965	54.26666666666669	178.39999999999966	173.95000000000033	230.27499999999998	262.8547619047615	140.86666666666673	17.450000000000003	119.14999999999996	81.80000000000015	433.94444444444446	467.46111111111145	378.41111111111115	142.70317460317466
Metabolism	Amino acid metabolism	 Glycine, serine and threonine metabolism [PATH:ko00260]	23090.27599206348	35085.13856421358	18467.32489177488	25111.46596320346	19056.015476190478	25359.88315295816	13055.560876623376	29595.996771284277	38010.23621933619	39298.71266233765	44465.68789682541	43446.08232323232	44634.620202020196	35893.92142579643
Metabolism	Biosynthesis of other secondary metabolites	 Monobactam biosynthesis [PATH:ko00261]	6043.658459595964	8763.050829725831	4879.699350649346	6414.716901154398	5259.357142857141	7214.842171717176	3387.6257756132727	7601.981475468973	9721.94686147186	9978.542676767687	11621.209974747479	11695.918326118324	11752.98133116883	9068.199302364303
Metabolism	Amino acid metabolism	 Cysteine and methionine metabolism [PATH:ko00270]	21115.574639249637	29346.37976190474	16858.508134920645	20834.846356421367	18063.19325396825	23349.1636904762	10926.673130110636	27322.611111111113	34127.30375180374	34004.408008658014	39941.11902958154	40444.562211399716	40457.80436507935	29348.14911088911
Metabolism	Amino acid metabolism	 Valine, leucine and isoleucine degradation [PATH:ko00280]	17126.371464646458	29541.41259018759	14147.14381313131	19557.182756132752	14214.863095238097	21124.729635642114	10779.10318061567	23097.222546897545	30067.90705266956	31292.7001082251	33505.24803391054	32779.793668831146	37192.84370490623	29765.59640748139
Metabolism	Metabolism of terpenoids and polyketides	 Geraniol degradation [PATH:ko00281]	2502.073629148629	4761.2379148629125	2126.7125721500724	3047.4089105339062	2075.8587301587313	3685.8631493506477	1823.8220358345352	3294.181746031744	4736.627940115441	4932.622330447325	5149.972059884558	4942.7869047619	6228.23719336219	5247.675869963368
Metabolism	Amino acid metabolism	 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	11031.13526334777	17471.24794372296	9193.73582251082	11749.56679292929	9242.554365079375	12304.034307359301	6237.925126262628	13662.49222582973	17589.18349567098	18688.958838383838	20634.242478354987	20886.418668831167	21513.37801226552	16647.480046342556
Metabolism	Amino acid metabolism	 Lysine biosynthesis [PATH:ko00300]	9595.624603174603	14891.016919191925	7864.330176767675	10376.82756132756	7992.001190476191	10603.912860750363	5433.871218133716	12183.63189033189	15771.929960317457	16908.50894660895	18230.72141053392	18225.46643217892	18283.6591991342	14817.409149739156
Metabolism	Amino acid metabolism	 Lysine degradation [PATH:ko00310]	7501.213546176042	14380.140007215012	6218.877092352091	8810.712968975466	6190.48015873016	10321.58708513707	4814.833375420873	11001.729635642128	14525.03701298702	15304.721825396835	14625.166576479076	14303.590963203453	16447.85916305916	14760.203163780663
Metabolism	Biosynthesis of other secondary metabolites	 Penicillin and cephalosporin biosynthesis [PATH:ko00311]	1164.25487012987	1631.8456709956718	962.969787157286	1373.6925324675324	992.911507936508	1244.239592352092	721.8200036075045	1142.6541847041842	1661.5950757575756	1936.107972582973	2526.7851551226513	2326.7066017316015	2455.081727994226	1607.7789718614717
Metabolism	Amino acid metabolism	 Arginine and proline metabolism [PATH:ko00330]	14481.551677489178	22378.010930735934	11408.075468975463	15462.073502886002	11817.734126984124	16669.11771284271	8666.134770322273	20421.28829365079	25179.873268398267	25297.85245310247	27908.55896464646	26724.399422799434	30649.776082251086	23513.715903263404
Metabolism	Biosynthesis of other secondary metabolites	 Clavulanic acid biosynthesis [PATH:ko00331]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333332	0.0	0.0	3.333333333333332
Metabolism	Biosynthesis of other secondary metabolites	 Carbapenem biosynthesis [PATH:ko00332]	688.3714285714291	1794.6365800865801	505.057034632034	933.81663059163	477.82380952380913	948.5811688311684	491.06467051467	1563.394336219336	1761.148917748917	1974.0152236652236	1368.4318181818176	1264.186814574314	1502.4192099567085	1638.050274170273
Metabolism	Biosynthesis of other secondary metabolites	 Prodigiosin biosyntheses [PATH:ko00333]	5162.825414862917	8124.37063492063	4138.0194444444405	5968.996843434346	4388.376984126987	6322.123809523811	3227.189520202016	5887.786273448765	8121.642153679651	8825.066594516591	10046.474729437241	9860.8544011544	10916.62797619048	8316.26180930181
Metabolism	Amino acid metabolism	 Histidine metabolism [PATH:ko00340]	10127.355465367964	17128.121645021645	7830.992730880232	10700.363005050514	7946.195634920634	10984.227831890337	5869.717087542088	16601.498791486294	19250.59125180375	19198.217965367956	18991.60061327563	18127.059650072162	19292.74215367966	16775.09444499945
Metabolism	Amino acid metabolism	 Tyrosine metabolism [PATH:ko00350]	9189.868777056277	15332.502236652232	7482.7535894660905	9660.649188311694	7364.368650793653	9914.848971861475	4914.187469937467	12117.184613997117	15519.263113275598	16055.822005772001	16864.47882395381	16643.717730880224	17796.684199134204	14501.938181263178
Metabolism	Amino acid metabolism	 Phenylalanine metabolism [PATH:ko00360]	11790.485353535354	23672.865331890338	9289.25497835498	13715.264862914866	8525.550000000001	13618.870995671004	7747.515043290039	20269.40544733044	24269.06848845597	25231.18441558442	22311.110750360738	20412.795580808084	25502.923881673873	22036.938966866455
Metabolism	Xenobiotics biodegradation and metabolism	 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	3247.5189574314527	5570.795526695529	2744.9436147186107	3442.3064033189007	2583.7035714285707	3617.489357864363	1763.5816678691688	4070.2875360750318	5535.802272727266	5603.51713564214	5844.4584956709905	5844.502543290042	6538.819300144298	5019.175480075478
Metabolism	Xenobiotics biodegradation and metabolism	 Benzoate degradation [PATH:ko00362]	12410.161309523806	23886.49556277058	9957.972727272723	13580.660335497832	9995.426984126992	15458.352164502157	7400.25005411255	19849.570725108242	24575.816432178926	23630.90952380951	22999.963257575764	23083.109559884553	27254.99309163057	22375.3046128871
Metabolism	Xenobiotics biodegradation and metabolism	 Bisphenol degradation [PATH:ko00363]	17.2833333333333	33.0380952380952	17.7833333333333	22.8833333333333	26.217857142857103	59.0119047619048	12.700000000000033	5.99166666666667	29.3277777777778	32.86666666666667	44.41388888888887	62.26230158730157	84.2547619047619	42.5821428571429
Metabolism	Xenobiotics biodegradation and metabolism	 Fluorobenzoate degradation [PATH:ko00364]	1780.6503427128382	3624.88308080808	1485.9523629148587	1840.771194083691	1276.0908730158733	1924.0692821067867	936.3443362193367	2689.2700396825353	3426.7909090909066	3524.367857142859	2997.272077922076	2995.338419913419	3382.3027056277024	3130.985378787877
Metabolism	Xenobiotics biodegradation and metabolism	 Furfural degradation [PATH:ko00365]	112.24911616161607	194.49743867243882	143.5512626262625	106.88724747474748	176.7880952380952	426.1621572871569	39.3996212121212	32.12108585858585	162.8011363636363	193.06666666666678	206.9031565656566	334.40524891774857	555.1209235209238	286.87824675324663
Metabolism	Amino acid metabolism	 Tryptophan metabolism [PATH:ko00380]	10166.35005411256	18684.552020202034	8017.556691919191	11437.166720779214	8315.747222222224	13298.843560606052	6244.491618566617	16328.87956349206	19969.352579365084	19848.084668109692	19707.605194805183	18985.70348124097	22554.53946608946	18442.71221389721
Metabolism	Amino acid metabolism	 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	13508.080537518037	20711.056854256858	10889.13952020202	14241.561381673882	11224.05873015874	14887.727110389615	7450.571765271767	17723.20395021645	22378.477633477636	23668.54917027418	25656.770923520915	25744.014538239524	25155.829112554104	20354.447276057264
Metabolism	Biosynthesis of other secondary metabolites	 Novobiocin biosynthesis [PATH:ko00401]	2835.9079004329033	4519.642568542571	2198.480591630593	2863.2822510822543	2253.926984126988	2916.8685786435835	1445.4329725829725	4249.97481962482	5024.194336219333	5146.327886002883	5328.668650793646	5163.69945887446	5032.263834776333	4141.143730713726
Metabolism	Biosynthesis of other secondary metabolites	 Staurosporine biosynthesis [PATH:ko00404]	608.5892857142854	1388.4404761904748	360.1785714285716	567.9781746031748	594.0047619047616	766.481746031746	271.00000000000006	2115.6865079365066	1822.8166666666677	1567.697222222223	1119.6309523809523	1152.2722222222224	1007.7331349206355	1210.091666666665
Metabolism	Biosynthesis of other secondary metabolites	 Phenazine biosynthesis [PATH:ko00405]	1395.182233044733	2083.627525252524	1163.3176406926411	1496.1506673881668	1193.2984126984124	1668.7178932178942	768.8988756613754	1646.1655303030302	2152.5274531024525	2382.2664141414125	2682.091504329007	2743.981746031747	2731.841792929292	2093.699336219336
Metabolism	Metabolism of other amino acids	 beta-Alanine metabolism [PATH:ko00410]	7143.370147907645	13210.311760461766	5596.145851370851	7622.948538961039	5912.301984126979	9452.265440115432	4272.98535954786	12618.793488455985	14630.742803030305	13903.937950937949	13583.339844877346	13275.491666666656	15127.804834054836	13319.620402652889
Metabolism	Metabolism of other amino acids	 Taurine and hypotaurine metabolism [PATH:ko00430]	4219.2538961039	6081.694408369408	3275.897871572876	4364.27604617605	3762.6730158730197	5006.527669552672	2268.372138047137	5757.683189033193	7082.397781385282	6670.41323953824	8124.094769119764	8247.484253246752	8550.608351370858	6241.144705849704
Metabolism	Metabolism of other amino acids	 Phosphonate and phosphinate metabolism [PATH:ko00440]	1688.6620129870134	2799.237265512267	1362.1518398268397	2186.0118326118322	1430.1400793650791	2178.1292568542553	954.4211519961519	1266.5941919191923	2230.25784632035	2851.1920634920634	3347.7428210678186	3297.672456709956	3565.77224025974	2841.2960395160344
Metabolism	Metabolism of other amino acids	 Selenocompound metabolism [PATH:ko00450]	8957.82162698412	11823.313131313123	7275.812049062053	8973.910335497838	8114.491269841271	10668.925505050505	4679.449031986531	10283.281872294378	13393.55196608946	13389.75840548341	17161.012499999997	17834.02945526695	17884.262481962458	11835.547246919754
Metabolism	Metabolism of other amino acids	 Cyanoamino acid metabolism [PATH:ko00460]	5027.359812409819	7219.105483405485	4049.839592352094	5955.062518037519	4386.469444444452	5724.17736291486	2963.0438852813854	4771.017279942283	7064.74494949495	8046.199747474745	10289.044859307352	9950.527579365078	10742.451226551231	7286.061934454434
Metabolism	Metabolism of other amino acids	 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	2441.217929292929	4075.0303391053385	1984.7273088023082	2539.509271284271	1810.1480158730158	2385.68308080808	1397.0246873496874	3652.0822150072145	4422.944841269841	4737.075180375184	4502.408008658001	4233.213943001439	4521.8334415584495	3953.3654736929734
Metabolism	Metabolism of other amino acids	 D-Arginine and D-ornithine metabolism [PATH:ko00472]	215.56776695526725	504.67821067821103	168.069191919192	313.47007575757567	141.1047619047619	262.5842352092348	143.17003968253925	148.34262265512268	313.36181457431417	495.651226551227	438.657088744588	375.2944624819628	416.08986291486343	510.3404334554332
Metabolism	Metabolism of other amino acids	 D-Alanine metabolism [PATH:ko00473]	1725.1715909090908	2840.024711399713	1320.05955988456	1950.5007034632024	1396.8932539682532	2024.6205627705617	1025.25318061568	2384.9802849927814	3057.5457972582976	3138.513203463204	3419.5057178932225	3237.6022366522407	3590.8517316017305	2706.0981043956
Metabolism	Metabolism of other amino acids	 Glutathione metabolism [PATH:ko00480]	9886.493542568543	19785.973051948054	7482.264430014433	10854.793073593073	7603.946825396829	11839.210425685425	5307.60354737855	18236.98611111112	20940.61024531024	21207.833225108217	18423.25454545455	17820.0797979798	19222.735497835503	18574.04913225662
Metabolism	Carbohydrate metabolism	 Starch and sucrose metabolism [PATH:ko00500]	11642.469227994228	19093.778138528134	9586.399260461762	15098.437049062055	10286.140476190474	15224.769137806643	7314.382954545453	12076.364213564217	18560.532918470417	22515.159559884574	24513.462788600285	23604.512445887427	26253.86053391053	19844.292973415468
Metabolism	Glycan biosynthesis and metabolism	 N-Glycan biosynthesis [PATH:ko00510]	922.2986111111106	472.9809523809524	915.1319444444442	729.7208333333336	908.6007936507934	891.3593253968254	381.2972222222227	143.50615079365124	626.4422619047616	718.1662698412702	1661.1060606060566	1906.9650793650803	1452.4597222222208	687.4128968253966
Metabolism	Glycan biosynthesis and metabolism	 Other glycan degradation [PATH:ko00511]	1814.7224747474745	3547.009559884556	1538.4650252525246	2936.03207070707	1509.690873015872	2502.697528860029	1460.689195526696	1913.5715007215003	2859.7975468975474	4972.221428571424	4467.520580808077	3932.224422799418	4497.712481962485	3205.1055808080814
Metabolism	Glycan biosynthesis and metabolism	 Various types of N-glycan biosynthesis [PATH:ko00513]	256.733333333333	606.5968253968252	268.708333333333	453.54166666666697	206.3170634920633	360.1226190476193	227.8888888888894	263.49563492063464	415.21825396825415	916.5936507936503	638.3138888888888	524.9690476190483	616.6593253968256	557.8014285714285
Metabolism	Carbohydrate metabolism	 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	23221.533874458877	34672.56645021645	17873.500523088027	24380.12817460317	19659.70436507936	26203.169390331896	12298.101364838869	31589.53878066379	38915.693849206385	39570.59895382393	45065.63926767678	44432.92263708514	45945.316576479054	33908.54669358418
Metabolism	Biosynthesis of other secondary metabolites	 Streptomycin biosynthesis [PATH:ko00521]	6081.825829725831	10224.942857142873	4822.606746031746	7054.086291486288	4807.624206349206	6698.998809523815	3720.530363155364	8999.225252525259	11043.783513708511	11574.362950937953	11862.52247474748	11373.044859307349	11905.523412698416	9996.39797452549
Metabolism	Metabolism of terpenoids and polyketides	 Polyketide sugar unit biosynthesis [PATH:ko00523]	2860.1928391053407	5027.116017316023	2295.0095057720064	3595.964087301587	2318.751587301586	3254.972059884558	1857.7164141414155	3865.0106240981313	4978.722113997117	5646.603318903328	5846.002380952383	5611.097745310234	5604.264808802309	4775.332071817085
Metabolism	Biosynthesis of other secondary metabolites	 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]	949.253282828283	1534.58138528139	717.143398268398	1061.52781385281	781.503571428571	1088.76915584416	579.685582010582	1431.58567821068	1733.5036796536833	1691.95559163059	1892.7196969697	1810.3708513708532	2224.29522005772	1528.33458180708
Metabolism	Biosynthesis of other secondary metabolites	 Acarbose and validamycin biosynthesis [PATH:ko00525]	1397.1620310245314	2246.9230880230907	1161.6820346320342	1758.0923701298707	1129.4289682539684	1540.768867243867	923.3044552669552	1730.9647005772013	2306.350036075041	2676.4886002886024	2946.3201839826843	2766.1616702741626	2900.307503607509	2255.2092285492326
Metabolism	Glycan biosynthesis and metabolism	 Glycosaminoglycan degradation [PATH:ko00531]	872.743109668109	1800.3984487734488	731.0632395382389	1338.4312409812417	705.0579365079361	1260.0124098124097	711.9497474747483	1125.3156926406923	1575.6125000000015	2246.9404761904725	1982.8336940836903	1736.2235930735967	2364.7577200577166	1800.2565295815293
Metabolism	Glycan biosynthesis and metabolism	 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532]	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.0	0.5	0.0	0.5	0.0
Metabolism	Glycan biosynthesis and metabolism	 Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Metabolism	Glycan biosynthesis and metabolism	 Lipopolysaccharide biosynthesis [PATH:ko00540]	9429.144660894659	14432.661544011546	6555.89181096681	8791.951082251078	8258.179365079366	10568.008044733042	4220.872258297257	14897.606060606062	16415.204256854253	15949.354761904759	17614.638455988454	18215.586291486296	16445.493831168827	13214.319826839832
Metabolism	Glycan biosynthesis and metabolism	 Peptidoglycan biosynthesis [PATH:ko00550]	11053.740620490613	18500.65223665224	8590.527200577202	12784.37929292929	9098.974603174604	12885.168217893226	6724.814285714286	15964.250793650797	19732.14114357865	21046.087301587308	21749.90717893218	21228.334487734486	22004.5091991342	17802.930794760796
Metabolism	Lipid metabolism	 Glycerolipid metabolism [PATH:ko00561]	6089.567279942275	10178.937626262621	4684.830266955268	6959.159307359313	4985.784523809519	7246.187481962483	3788.5176887926887	8912.786688311695	11033.406331168831	11189.5672077922	12010.607756132751	11448.97774170274	12415.424044011539	10301.671792929284
Metabolism	Carbohydrate metabolism	 Inositol phosphate metabolism [PATH:ko00562]	4681.649314574314	9106.278896103895	3523.9435606060592	4946.585642135643	3147.3702380952373	4668.716648629151	2772.061213323715	10195.103535353534	10756.518777056272	10319.922294372296	8366.66304112554	7504.628697691191	8908.634758297263	8652.904330391832
Metabolism	Glycan biosynthesis and metabolism	 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [PATH:ko00563]	1.25	0.25	0.75	1.25	3.5	0.5	0.0	0.25	0.5	0.0	2.0	2.0	2.5	1.0
Metabolism	Lipid metabolism	 Glycerophospholipid metabolism [PATH:ko00564]	12345.779545454538	18992.980122655124	9315.931601731598	12963.894588744592	10480.153968253962	14052.318939393948	6563.551358826361	17313.23704906204	21035.86724386725	21104.931818181805	23666.073232323237	23823.932377344878	23380.216287878782	18297.42706238206
Metabolism	Lipid metabolism	 Ether lipid metabolism [PATH:ko00565]	543.5503968253968	1602.7849206349197	355.83531746031696	514.5746031746023	251.13531746031697	573.174603174603	327.0222222222227	2065.3349206349235	1937.8091269841323	1751.9496031746055	936.7834415584414	688.9636904761908	1343.0537698412695	1302.763827838828
Metabolism	Lipid metabolism	 Arachidonic acid metabolism [PATH:ko00590]	637.0669913419921	1920.7841991341963	368.7681457431454	706.2467532467534	338.95555555555524	626.2097402597403	313.98720538720534	2351.4024170274192	2165.8670634920677	2114.9623376623417	1101.5621212121218	921.6611111111112	920.5680194805198	1574.8812340437294
Metabolism	Lipid metabolism	 Linoleic acid metabolism [PATH:ko00591]	200.78214285714301	716.763095238095	101.9833333333333	281.908333333333	91.5484126984127	161.8361111111107	139.308333333333	912.3349206349201	814.502777777778	830.81507936508	340.013888888889	286.27261904761906	171.51309523809522	514.888492063492
Metabolism	Lipid metabolism	 alpha-Linolenic acid metabolism [PATH:ko00592]	774.1181637806644	1681.76984126984	568.6551587301584	922.4234668109668	448.91825396825425	618.0813492063492	474.806956469456	1892.5010281385262	1940.97628066378	1793.5715007214972	1429.723394660891	1153.3297979797974	1277.6785714285666	1490.6961618936618
Metabolism	Lipid metabolism	 Sphingolipid metabolism [PATH:ko00600]	1464.230339105339	2641.908802308802	1250.3675505050503	2164.3272727272715	1115.5067460317457	2050.344859307359	1179.9655423280428	1467.698340548341	2448.7587301587296	3366.1396825396814	3428.2748737373745	2889.8482864357893	4230.996194083693	2671.668120768121
Metabolism	Glycan biosynthesis and metabolism	 Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	608.98106060606	1177.390873015873	571.887499999999	1053.062373737374	530.8884920634916	937.0319444444451	551.210636123137	425.037445887446	854.2485930735929	1656.006746031745	1586.8077020202008	1284.047691197692	1927.527380952381	1212.497536075036
Metabolism	Glycan biosynthesis and metabolism	 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	164.733333333333	559.138492063492	162.708333333333	416.541666666667	135.98373015873	335.039285714286	198.055555555556	250.828968253968	355.232142857143	831.649206349206	512.897222222222	377.844047619048	556.22876984127	512.856984126984
Metabolism	Carbohydrate metabolism	 Pyruvate metabolism [PATH:ko00620]	25162.426190476173	40225.837265512266	20292.383387445883	27693.15245310246	21198.24801587302	29588.865169552668	15248.420472582977	32307.292027417036	42570.87653318901	43893.67683982687	48475.34024170272	48335.2137085137	52051.6150974026	39981.94741758243
Metabolism	Xenobiotics biodegradation and metabolism	 Dioxin degradation [PATH:ko00621]	1272.564754689754	2842.0711399711413	1075.93813131313	1367.5893217893224	843.8531746031754	1536.7824675324666	920.6241822991825	2818.968290043289	3175.8243867243905	2904.9639249639235	2293.5314213564216	2093.647023809525	3205.3604617604624	2624.331280941279
